Garden Latitude,Garden Longitude,Kind,fracDate Collected,Country
42.29674057,-71.1240367,hemlock,,
42.30148068,-71.1218647,mulberry,1980.72131148,China
42.29659422,-71.12376034,hemlock,,
42.29527688,-71.12877699,pine,,
42.30156038,-71.12191607,mulberry,1980.72131148,China
42.29876398,-71.12290781,oak,,
42.29868503,-71.12144058,oak,,China
42.29787231,-71.12561718,pine,,United States
42.29790327,-71.12556681,pine,,United States
42.29339775,-71.12953858,oak,,Japan
42.29789645,-71.12552273,pine,,United States
42.29856783,-71.12629824,pine,,
42.29968659,-71.12368287,oak,,
42.29945391,-71.12154768,fir,,
42.30029552,-71.12347666,oak,,United States
42.29246758,-71.12768817,oak,,
42.29823812,-71.12837152,pine,,
42.2988459,-71.12798735,pine,,Finland
42.30133376,-71.1176895,pine,,
42.29547358,-71.12718608,hickory,,
42.30526419,-71.12202496,linden,,
42.30032197,-71.12576438,,,
42.29878511,-71.12308231,oak,,
42.29757864,-71.12710663,spruce,,United States
42.29875996,-71.12272528,oak,,"Korea, Republic of"
42.29824328,-71.12482986,yew,,
42.2994149,-71.12470607,oak,,United States
42.3003851,-71.12428934,oak,,United States
42.29947195,-71.12333901,oak,,United States
42.2941909,-71.12464076,,,Canada
42.2993175,-71.12294591,oak,,United States
42.29961037,-71.12377523,oak,,United States
42.29776798,-71.12522084,yew,1914.49863014,Japan
42.29647831,-71.12778258,yew,1914.49863014,Japan
42.29875183,-71.12266926,oak,,China
42.29999124,-71.12464608,oak,,United States
42.30132183,-71.11772922,pine,,
42.29679703,-71.12368152,hemlock,,
42.30238677,-71.117841,,,Canada
42.29759295,-71.12955748,fir,1977.69041096,Japan
42.30213615,-71.11720619,cherry,1977.69863014,Japan
42.30215047,-71.11729158,cherry,1977.69863014,Japan
42.29708137,-71.12420101,hemlock,,
42.30025222,-71.12306971,sumac,,United States
42.29304152,-71.12630861,oak,,
42.29861215,-71.1220732,dogwood,1997.7260274,Japan
42.29840746,-71.1262486,pine,1996.73497268,China
42.30133747,-71.11782765,pine,,
42.29549976,-71.12703524,oak,,
42.29431103,-71.1233513,,1977.69315068,Japan
42.29884271,-71.1282434,spruce,,
42.30413358,-71.12237181,linden,1919.49863014,Japan
42.29699957,-71.12436044,hemlock,,
42.30201403,-71.12088739,glorybower,1977.76712329,"Korea, Republic of"
42.30131936,-71.11770164,pine,,
42.29680026,-71.12382935,hemlock,,
42.29708193,-71.12437104,hemlock,,
42.29681937,-71.12379967,hemlock,,
42.29458765,-71.12430977,acacia,1987.78356164,United States
42.29689284,-71.12837002,larch,,
42.29546557,-71.12694588,oak,,
42.29933842,-71.12143126,fir,,
42.29646743,-71.12611562,hemlock,,
42.29771139,-71.12861996,spruce,,
42.29726487,-71.12409273,hemlock,,
42.29458394,-71.12431608,acacia,1987.78356164,United States
42.30017449,-71.12428678,oak,,United States
42.30013884,-71.12391852,oak,,
42.30368483,-71.12023804,maple,,
42.29653626,-71.12618545,hemlock,,
42.29716955,-71.12431508,hemlock,,
42.30005267,-71.12377966,oak,,
42.29987106,-71.12350512,oak,,
42.29714758,-71.12430781,hemlock,,
42.29719427,-71.12045264,dogwood,,
42.29732833,-71.12616314,hemlock,,
42.30030552,-71.12480727,oak,,
42.30031646,-71.12499492,oak,,
42.2968092,-71.12404738,hemlock,,
42.29723775,-71.124189,hemlock,,
42.29509253,-71.12448348,pear,,China
42.29721595,-71.12423718,hemlock,,
42.29129385,-71.1267842,oak,,
42.29725109,-71.12407433,hemlock,,
42.29714167,-71.12417848,hemlock,,
42.29504582,-71.12441453,oak,,United States
42.29273829,-71.12951413,oak,,
42.29793128,-71.12600569,pine,1977.72054795,Japan
42.30133379,-71.11785358,pine,,
42.29558722,-71.12689315,oak,,
42.29942293,-71.1233753,oak,,United States
42.29924477,-71.1236155,oak,,United States
42.29723719,-71.12401897,hemlock,,
42.3023398,-71.1214166,tree,,
42.29909004,-71.12345559,oak,,United States
42.29993939,-71.12462008,oak,,United States
42.29915868,-71.1233592,oak,,United States
42.29716583,-71.1240157,hemlock,,
42.29877845,-71.12538519,arborvitae,,
42.29733066,-71.12407017,hemlock,,
42.29563172,-71.12691861,oak,,
42.2976707,-71.12083425,sycamore,,Canada
42.30025257,-71.12542061,ash,,"Korea, Republic of"
42.29397738,-71.12949598,fir,1977.69041096,Japan
42.29706769,-71.12421218,hemlock,,
42.30356114,-71.12199944,buckeye,,United States
42.29846357,-71.12442826,juniper,,Iran
42.29946338,-71.12361331,oak,1980.73770492,China
42.29240768,-71.12464534,hawthorn,,Canada
42.29632128,-71.12635454,oak,,
42.30164611,-71.1220264,elm,,
42.3012395,-71.12055494,paulownia,1977.76712329,"Korea, Republic of"
42.29711454,-71.12916485,,,Canada
42.3001087,-71.12013843,pine,1977.68767123,Japan
42.29270456,-71.12815551,pine,1977.68767123,Japan
42.29941304,-71.12557702,cypress,,
42.29965602,-71.12031117,crabapple,1980.71857923,China
42.2971407,-71.12388278,hemlock,,
42.2962972,-71.12635318,pine,,
42.30130073,-71.1178459,pine,,
42.30130005,-71.11789435,pine,,
42.30125331,-71.1213883,catalpa,,
42.29761922,-71.12498078,yew,,Japan
42.29749557,-71.12435428,yew,,Japan
42.29209716,-71.12851507,yew,,
42.30175614,-71.12249621,hackberry,1977.78082192,"Korea, Republic of"
42.29719037,-71.1239675,hemlock,,
42.29762955,-71.12510551,cypress,,
42.29984664,-71.12395167,oak,,
42.29376289,-71.12679683,whitebeam,,
42.29813869,-71.12390031,redcedar,,United States
42.29718186,-71.12388254,hemlock,,
42.29938243,-71.12783722,hawthorn,1908.73497268,United States
42.29755835,-71.12530726,yew,,Japan
42.29756764,-71.12519594,yew,,Japan
42.2972391,-71.12376391,hemlock,,
42.29211234,-71.12857967,yew,,
42.30349286,-71.11956439,maple,,Ireland
42.29721242,-71.12399694,hemlock,,
42.2949421,-71.12425995,pear,1919.49863014,Japan
42.29815389,-71.12389646,redcedar,,United States
42.30455325,-71.1226531,linden,,
42.30418672,-71.12215982,linden,,
42.29719514,-71.12374569,hemlock,,
42.30502343,-71.12254433,linden,,
42.30461379,-71.12228378,linden,,
42.29570101,-71.12906881,pine,,
42.29793248,-71.12574248,pine,1977.72054795,Japan
42.29506549,-71.12446445,pear,,
42.30224032,-71.12127632,tree,,
42.29824635,-71.12516575,cedar,,United States
42.29717687,-71.12403411,hemlock,,
42.29656523,-71.12412645,cedar,,United States
42.29662229,-71.12395238,cedar,,United States
42.29837029,-71.12519624,arborvitae,,Japan
42.30166768,-71.12474788,,1977.59452055,Japan
42.29714657,-71.12399733,hemlock,,
42.29734918,-71.12505461,yew,,
42.29832256,-71.12523657,arborvitae,,Japan
42.30130539,-71.11786502,pine,,
42.30418628,-71.12272182,linden,,
42.29325928,-71.12871082,basswood,,Canada
42.30351522,-71.12222257,buckeye,,United States
42.30417096,-71.12066353,,1998.45479452,Japan
42.30010544,-71.12012239,pine,1977.68767123,Japan
42.29715682,-71.12377549,hemlock,,
42.29855262,-71.12364916,,1998.45479452,Japan
42.30177277,-71.11684267,pine,,
42.29719283,-71.12387877,hemlock,,
42.29661257,-71.12866193,yew,,
42.29639999,-71.12213396,maple,,
42.2993896,-71.1278291,hawthorn,1908.73497268,United States
42.30405851,-71.1229429,linden,,United States
42.29823644,-71.12470826,yew,,Japan
42.29737183,-71.12513514,yew,,Japan
42.29654661,-71.12782639,yew,,
42.29645648,-71.12719769,yew,,
42.29654899,-71.12871512,yew,,
42.29888059,-71.12447639,,,United States
42.29720936,-71.12390085,hemlock,,
42.30152139,-71.12118096,catalpa,,
42.29208461,-71.12851307,yew,,
42.29811392,-71.12629353,pine,1977.72054795,Japan
42.29605791,-71.12661727,oak,,
42.29851711,-71.12361983,,1998.45479452,Japan
42.29858048,-71.12372669,,1998.45479452,Japan
42.30430779,-71.12177158,tree,1977.69589041,Japan
42.3041194,-71.12062851,,1998.45479452,Japan
42.29609041,-71.12667283,oak,,
42.29865229,-71.12124199,oak,1908.5,China
42.29814211,-71.12388411,redcedar,,United States
42.29885628,-71.12153374,oak,1908.5,China
42.29361481,-71.12556596,hawthorn,,United States
42.29645591,-71.12764225,,,
42.2965798,-71.12822588,yew,,
42.29648802,-71.12818415,yew,,
42.29658041,-71.1283168,yew,,
42.2929546,-71.12548858,hawthorn,,United States
42.29660588,-71.12872382,yew,,
42.2965614,-71.12786892,yew,,
42.29639899,-71.1268831,yew,,
42.2965313,-71.12854756,yew,,
42.29652898,-71.12837368,yew,,
42.29496249,-71.12450673,pear,,
42.29511247,-71.1246529,pear,1908.5,China
42.29821176,-71.12518542,cedar,,United States
42.29804113,-71.12621348,pine,1977.72054795,Japan
42.29807675,-71.1262517,pine,1977.72054795,Japan
42.3051232,-71.12189286,basswood,,
42.3055561,-71.12209658,linden,,
42.30201366,-71.12324223,birch,1904.5,United States
42.29858595,-71.12563092,cypress,,
42.29723605,-71.12366783,hemlock,,
42.30488803,-71.12252967,linden,,
42.29847098,-71.12086326,hemlock,1910.49863014,China
42.3061409,-71.12112902,,,
42.30038803,-71.1235567,cherry,1977.70410959,Japan
42.2926008,-71.12487037,willow,,
42.29261732,-71.12487334,willow,,
42.29260882,-71.1248849,willow,,
42.29514404,-71.12383484,hawthorn,,United States
42.29266867,-71.12500836,cherry,1977.70410959,Japan
42.29855324,-71.12369346,,1998.45479452,Japan
42.30414957,-71.12061624,,1998.45479452,Japan
42.30600811,-71.12180386,katsura,,United States
42.29681567,-71.12350768,hemlock,,
42.29680659,-71.12362232,hemlock,,
42.30089287,-71.12631081,wingnut,1977.70684932,Japan
42.29838752,-71.12154925,beech,,Republic of Serbia
42.29798137,-71.12704284,spruce,,
42.29796181,-71.12725829,spruce,,
42.29643444,-71.12728469,yew,,
42.29661265,-71.12857996,yew,,
42.29658683,-71.12840131,yew,,
42.29659255,-71.12849875,yew,,
42.29642177,-71.12702945,yew,,
42.29646009,-71.12709892,yew,,
42.29715994,-71.12643525,hemlock,,
42.30234285,-71.12530902,sycamore,1958.04109589,United States
42.30243609,-71.12525577,sycamore,1958.04109589,United States
42.30077252,-71.12261923,elm,,Japan
42.30075645,-71.12274131,elm,,Japan
42.30105362,-71.12313082,elm,,
42.2966449,-71.12331279,hemlock,,
42.29745354,-71.12022112,tupelo,,
42.30427469,-71.12202328,linden,,Sweden
42.29690588,-71.12339996,hemlock,,
42.3008532,-71.12268472,elm,,Japan
42.3006878,-71.12274827,elm,,Country Unknown
42.30174351,-71.12321735,elm,,
42.29303058,-71.12623969,hickory,,
42.30038345,-71.12358408,cherry,1977.70410959,Japan
42.29687274,-71.12333731,hemlock,,
42.2957244,-71.12764127,oak,,
42.30305643,-71.12287187,,,"Korea, Republic of"
42.29616356,-71.12662154,birch,,
42.29299517,-71.12850694,wingnut,1977.70684932,Japan
42.30529215,-71.12142009,willow,,
42.297065,-71.12338792,hemlock,,
42.2982152,-71.12533862,arborvitae,,
42.30132764,-71.12349529,elm,,
42.2967414,-71.12345268,hemlock,,
42.29252231,-71.12894214,oak,,United States
42.29327704,-71.12965464,oak,,United States
42.30064062,-71.12519639,oak,,
42.3007203,-71.12504474,oak,,
42.30053632,-71.12528543,oak,,
42.3005613,-71.12462837,oak,,
42.29669586,-71.12632127,hemlock,,
42.3002094,-71.12616416,hickory,1912.5,United States
42.29294739,-71.1285585,wingnut,1977.70684932,Japan
42.29618148,-71.12662366,hickory,,
42.29224461,-71.12838032,oak,,
42.30082323,-71.1247225,oak,,
42.30082779,-71.1254277,oak,,
42.29210904,-71.12618978,maidenhair-tree,,China
42.29600257,-71.13339751,maidenhair-tree,,China
42.29830681,-71.12468168,pine,,
42.30416998,-71.11999396,maple,,
42.29210362,-71.12654457,maidenhair-tree,,China
42.2970945,-71.12654535,hemlock,,
42.29821677,-71.12473519,pine,,
42.30419524,-71.12198018,tree,,"Korea, Republic of"
42.30298597,-71.11896487,maple,,
42.296003,-71.1281147,pine,,
42.29611356,-71.12810197,pine,,
42.30062748,-71.12269642,elm,,Country Unknown
42.29857747,-71.12515102,cypress,,
42.30139216,-71.12363103,zelkova,1977.77260274,"Korea, Republic of"
42.30153807,-71.12359832,zelkova,1977.77260274,"Korea, Republic of"
42.29724964,-71.12363078,hemlock,,
42.29603645,-71.12815755,pine,,
42.29612391,-71.12809101,pine,,
42.30152717,-71.12343877,zelkova,1977.77260274,"Korea, Republic of"
42.30148362,-71.12354981,zelkova,1977.77260274,"Korea, Republic of"
42.29914856,-71.12506934,filbert,,
42.29872054,-71.12320735,oak,,
42.30246995,-71.12478276,maple,,
42.29700453,-71.12335871,hemlock,,
42.29798893,-71.12146033,beech,,
42.29870791,-71.12543363,,,
42.29596729,-71.13219288,hemlock,2007.49863014,United States
42.29595529,-71.13208097,hemlock,2007.49863014,United States
42.29735666,-71.12363015,hemlock,,
42.29702671,-71.12342881,hemlock,,
42.29737042,-71.12364116,hemlock,,
42.30227026,-71.11751021,cherry,2007.49863014,United States
42.29742803,-71.12363712,hemlock,,
42.30186638,-71.12398085,,1976.71311475,Armenia
42.29831412,-71.12378797,cedar,,
42.30049113,-71.12373328,plum,,
42.2974133,-71.12332672,hemlock,,
42.2993136,-71.12256888,,1977.70684932,Japan
42.29738607,-71.12339341,hemlock,,
42.30010424,-71.1233591,cherry,2007.49863014,United States
42.30697368,-71.12119568,cultivar,,
42.29245411,-71.1291371,oak,,United States
42.29350965,-71.12987022,oak,,United States
42.29304872,-71.12940693,oak,,"Korea, Republic of"
42.30054965,-71.12518591,oak,,
42.30530348,-71.12214808,linden,,United States
42.29841336,-71.12445087,juniper,,
42.29285242,-71.1254593,hawthorn,,United States
42.30079943,-71.12368688,plum,,
42.29825922,-71.12463219,pine,,
42.30270137,-71.12260983,hackberry,,United States
42.29712788,-71.12331732,hemlock,,
42.29598301,-71.1281751,pine,,
42.2960461,-71.1281881,pine,,
42.29708662,-71.12328799,hemlock,,
42.30569241,-71.12189424,linden,,
42.30154012,-71.12335853,zelkova,1977.77260274,"Korea, Republic of"
42.29605242,-71.13260264,hemlock,2007.49863014,United States
42.29548835,-71.12723558,oak,,
42.29826349,-71.12772871,spruce,,
42.29722455,-71.12350895,hemlock,,
42.29226975,-71.1278205,oak,,United States
42.29233256,-71.12742757,oak,1923.77534247,China
42.29237073,-71.12751303,oak,1923.77534247,China
42.29571269,-71.12718079,oak,,
42.29891128,-71.12560221,birch,,
42.29559307,-71.12744371,oak,,
42.29202381,-71.12694465,larch,,China
42.29883767,-71.12575809,,,
42.29879188,-71.12220793,yew,1980.68852459,China
42.29687251,-71.12326709,hemlock,,
42.30054501,-71.12537851,,,
42.29689471,-71.12334088,hemlock,,
42.29693291,-71.12327412,hemlock,,
42.29696034,-71.12327026,hemlock,,
42.30285787,-71.11957664,,,
42.29588714,-71.13224525,hemlock,2007.49863014,United States
42.29413209,-71.12582158,hawthorn,,United States
42.29203735,-71.12699332,larch,,China
42.29686142,-71.12323019,hemlock,,
42.29690522,-71.12320036,hemlock,,
42.29718042,-71.12343899,hemlock,,
42.297205,-71.12340557,hemlock,,
42.29722675,-71.12334261,hemlock,,
42.29661144,-71.12315035,hemlock,,
42.29668797,-71.12305749,hemlock,,
42.29714182,-71.12338377,hemlock,,
42.29739984,-71.12056149,hemlock,2011.7890411,United States
42.29735045,-71.12053026,hemlock,2011.7890411,United States
42.29716063,-71.12524326,hemlock,2011.7890411,United States
42.29385399,-71.12583863,,,United States
42.29645179,-71.12299975,hemlock,,
42.29773648,-71.12880486,ash,1977.68219178,Japan
42.29648207,-71.12302914,hemlock,,
42.30431226,-71.12006593,maple,,United States
42.2953102,-71.13190595,maple,,United States
42.29699335,-71.12329594,hemlock,,
42.29734575,-71.12610175,hemlock,2011.7890411,United States
42.30268799,-71.11847871,,,
42.29927033,-71.12813474,pine,2006.2109589,United States
42.29646323,-71.12314014,hemlock,,
42.30724957,-71.12171095,pine,2009.49863014,United States
42.30740183,-71.12162435,pine,2009.49863014,United States
42.29520039,-71.12394586,oak,,
42.29676217,-71.12819414,larch,,China
42.29196413,-71.12668862,larch,,China
42.29667317,-71.12536225,oak,,
42.29647201,-71.12331012,hemlock,,
42.30596799,-71.12212032,,,
42.29210027,-71.12678738,larch,,China
42.29643057,-71.12322535,hemlock,,
42.29628838,-71.12337774,hemlock,,
42.29468733,-71.12764138,,,
42.29624156,-71.12332627,hemlock,,
42.30693691,-71.12141855,magnolia,,
42.29667158,-71.12402524,hemlock,2011.7890411,United States
42.29716071,-71.1205222,hemlock,2011.7890411,United States
42.29714545,-71.1257775,oak,,
42.29485663,-71.12833308,hawthorn,,
42.29417012,-71.12862851,,,United States
42.29474751,-71.12516262,crabapple,,
42.29334025,-71.12612206,hawthorn,,
42.29992865,-71.12009456,,,China
42.2989172,-71.1234416,oak,1991.74794521,United States
42.29714017,-71.12045666,hemlock,2011.7890411,United States
42.2931902,-71.12608672,hawthorn,,
42.29933409,-71.12809396,,,China
42.29615923,-71.12332307,hemlock,,
42.29679535,-71.12316774,hemlock,,
42.29671749,-71.12622134,hemlock,,
42.29614819,-71.12330465,hemlock,,
42.29613466,-71.12336387,hemlock,,
42.29670444,-71.12305739,hemlock,,
42.29618377,-71.12327487,hemlock,,
42.29954333,-71.12360736,oak,,United States
42.29247636,-71.12884943,oak,,United States
42.29682694,-71.12609265,hemlock,2011.7890411,United States
42.29647599,-71.12379555,hemlock,2011.7890411,United States
42.29337862,-71.12430206,,,United States
42.29648448,-71.12292563,hemlock,,
42.29617005,-71.12327495,hemlock,,
42.2997268,-71.12281531,,1980.73770492,China
42.29645485,-71.12309584,hemlock,,
42.29610693,-71.12327532,hemlock,,
42.29506403,-71.12323346,oak,,United States
42.29727864,-71.12549623,oak,,
42.30019301,-71.1216729,,,
42.29607967,-71.12333093,hemlock,,
42.29214359,-71.1258473,maple,,
42.2960604,-71.12331256,hemlock,,
42.3078543,-71.12015556,cultivar,,
42.2931238,-71.12581631,hawthorn,,United States
42.29313721,-71.12554214,hawthorn,,United States
42.29602198,-71.12330909,hemlock,,
42.29700808,-71.12902626,,1980.71857923,China
42.29826366,-71.12440563,juniper,,
42.29192862,-71.12672193,larch,,China
42.29216554,-71.1267835,larch,,China
42.29600523,-71.12322418,hemlock,,
42.30075711,-71.12151701,,2008.7295082,China
42.2930325,-71.12745101,oak,,
42.29519687,-71.12533161,katsura,1997.7260274,Japan
42.29950501,-71.12412746,oak,,United States
42.29603487,-71.12305767,hemlock,,
42.2960461,-71.12313523,hemlock,,
42.30363164,-71.11965224,maple,,
42.29602436,-71.12319819,hemlock,,
42.29670886,-71.12609941,hemlock,,
42.29448979,-71.13026883,hemlock,1945.49863014,United States
42.29469531,-71.13514947,larch,,
42.29962845,-71.12352797,oak,,United States
42.29649573,-71.12497194,oak,,
42.29658031,-71.12827503,,,
42.2962113,-71.12330428,hemlock,,
42.29720096,-71.12625019,hemlock,2011.7890411,United States
42.3028698,-71.12322975,zelkova,,
42.3003828,-71.12310227,glorybower,1980.73770492,China
42.29473438,-71.13522249,larch,,
42.2959603,-71.12291027,hemlock,,
42.2949564,-71.13474709,larch,,
42.29497134,-71.13480537,larch,,
42.29490683,-71.13494158,larch,,
42.29488298,-71.13499621,larch,,
42.29483148,-71.1349726,larch,,
42.29597677,-71.12291017,hemlock,,
42.29619747,-71.12327109,hemlock,,
42.29591426,-71.12309535,hemlock,,
42.29479155,-71.13500813,larch,,
42.29593229,-71.12273671,hemlock,,
42.29612097,-71.12334547,hemlock,,
42.29602103,-71.12302079,hemlock,,
42.29603242,-71.1231464,hemlock,,
42.29583919,-71.1227964,hemlock,,
42.29681482,-71.12514801,oak,,
42.30126376,-71.12430093,birch,,United States
42.29584763,-71.12285919,hemlock,,
42.29605177,-71.12319064,hemlock,,
42.30015569,-71.12326527,sumac,,
42.29962929,-71.12419054,oak,,United States
42.2954024,-71.12265115,oak,,United States
42.30129469,-71.11791579,pine,,
42.2972775,-71.12883504,hemlock,,
42.29610918,-71.12312376,hemlock,,
42.2920549,-71.12724609,oak,,
42.29617391,-71.12277963,hemlock,,
42.30005137,-71.12518132,oak,,
42.29997247,-71.12496803,oak,,
42.29991752,-71.12486399,oak,,
42.29605631,-71.12289861,hemlock,,
42.29604952,-71.1233422,hemlock,,
42.30123147,-71.11853206,fir,,
42.29516412,-71.12871903,,1980.71857923,China
42.29599719,-71.12328337,hemlock,,
42.29601619,-71.12321672,hemlock,,
42.29597984,-71.12300995,hemlock,,
42.3027111,-71.12275068,zelkova,,
42.30290164,-71.12275245,zelkova,,
42.30035525,-71.12152143,,2008.7295082,China
42.30134918,-71.11782871,pine,,
42.29387674,-71.12766816,crabapple,,
42.29647813,-71.12498308,oak,,
42.29829425,-71.12877992,fir,1914.49863014,Japan
42.29593336,-71.12306197,hemlock,,
42.29591947,-71.12301031,hemlock,,
42.30261505,-71.12528884,,,Canada
42.30082331,-71.12306505,,,Sweden
42.29616535,-71.12267988,hemlock,,
42.29590746,-71.12797684,crabapple,,
42.2969239,-71.12640864,hemlock,,
42.30316448,-71.1201401,maple,,
42.29593466,-71.12262211,hemlock,,
42.29218158,-71.12731866,oak,,
42.29994948,-71.12508932,oak,,
42.29603174,-71.12293941,hemlock,,
42.29250357,-71.12908886,elder,,
42.29487265,-71.12602661,crabapple,,
42.29587417,-71.12258551,hemlock,,
42.3028756,-71.1231466,zelkova,,
42.3029178,-71.1233042,zelkova,,
42.29732718,-71.12930716,pine,1970.15616438,Turkey
42.29693191,-71.12633836,hemlock,,
42.2988484,-71.12489866,cypress,,
42.29892666,-71.12012789,oak,,
42.29594871,-71.12272183,hemlock,,
42.29589417,-71.12282565,hemlock,,
42.29552082,-71.12843679,pine,1919.07945205,Japan
42.29541548,-71.12832931,pine,1917.49863014,"Korea, Republic of"
42.29705036,-71.12647812,hemlock,,
42.30237335,-71.12111257,acacia,,
42.29578337,-71.12251212,hemlock,,
42.304418,-71.12222344,linden,,
42.2981386,-71.12446997,juniper,,
42.30440147,-71.12199832,basswood,,United States
42.29587183,-71.1227075,hemlock,,
42.29573648,-71.12243848,hemlock,,
42.29578988,-71.12282257,hemlock,,
42.30152102,-71.12497723,planetree,,
42.29602246,-71.12966031,hemlock,,
42.29595583,-71.12976816,hemlock,,
42.29580636,-71.12989031,hemlock,,
42.29433564,-71.13032292,hemlock,,
42.2957088,-71.12236472,hemlock,,
42.29581664,-71.12261542,hemlock,,
42.29615492,-71.12284627,hemlock,,
42.29519444,-71.12788547,,,
42.29572526,-71.12236462,hemlock,,
42.30506857,-71.12148601,willow,,
42.30330681,-71.12093467,maple,,
42.29482466,-71.12562138,,1918.49863014,"Korea, Republic of"
42.29477372,-71.12593339,,1918.49863014,"Korea, Republic of"
42.30131267,-71.11850919,birch,,
42.291812,-71.12697263,hawthorn,,
42.30052732,-71.12490768,oak,,United States
42.29713646,-71.12583309,pine,,
42.29568633,-71.12220591,hemlock,,
42.29603477,-71.12973303,hemlock,,
42.29589539,-71.12971699,hemlock,,
42.29570947,-71.1299398,hemlock,,
42.29620452,-71.12290882,hemlock,,
42.29625703,-71.12302309,hemlock,,
42.29907142,-71.12222779,yew,1980.69672131,China
42.297223,-71.12826083,fir,,Russian Federation
42.30467481,-71.12162754,maple,1985.63013699,United States
42.30438828,-71.12125483,maple,1985.63013699,United States
42.29967591,-71.12293625,yew,1997.72876712,Japan
42.30392102,-71.12116,,,
42.2969615,-71.12615707,hemlock,,
42.29883377,-71.12601456,,,
42.29498429,-71.12486618,pear,1919.49863014,Japan
42.29589214,-71.12220838,hemlock,,
42.29763341,-71.12700743,spruce,1971.49863014,United States
42.29661526,-71.12600756,hemlock,,
42.29604736,-71.12268058,hemlock,,
42.29601412,-71.12258468,hemlock,,
42.29626793,-71.12299715,hemlock,,
42.29881453,-71.12466142,,,
42.29755979,-71.12264447,mountain-ash,,France
42.30278775,-71.11974327,dogwood,1990.57534247,United States
42.29590165,-71.12259643,hemlock,,
42.29638837,-71.12290772,hemlock,,
42.2952116,-71.12248924,,,
42.30172108,-71.11964271,,,United States
42.29589578,-71.12248188,hemlock,,
42.29389137,-71.1294136,,,
42.29968135,-71.12569292,mockernut,,
42.30245901,-71.12227282,pignut,,United States
42.29869588,-71.12038211,hemlock,,
42.29589196,-71.12215294,hemlock,,
42.29890254,-71.12015278,oak,,
42.30118391,-71.11854799,pine,,
42.29684924,-71.1277624,fir,,
42.2952837,-71.12492134,pear,,
42.29613146,-71.12788194,crabapple,,
42.29585892,-71.12211987,hemlock,,
42.29425604,-71.1278352,crabapple,,
42.2972571,-71.12884602,larch,,
42.29605846,-71.12271748,hemlock,,
42.30157746,-71.12160446,,,
42.30006767,-71.12568954,pignut,,United States
42.30008379,-71.12597508,pignut,,United States
42.29996126,-71.12595162,pignut,,United States
42.29593893,-71.12224877,hemlock,,
42.29581124,-71.12264133,hemlock,,
42.30604775,-71.12171355,katsura,,Japan
42.29796201,-71.12084668,pine,,
42.29752406,-71.12165507,dogwood,,
42.29306167,-71.12466894,tamarack,,Canada
42.29592088,-71.12260371,hemlock,,
42.29576398,-71.12245679,hemlock,,
42.29582971,-71.12241574,hemlock,,
42.29610398,-71.12237346,hemlock,,
42.29261258,-71.12923757,elder,,
42.29798044,-71.12078634,pine,,
42.30416828,-71.12122686,heaven,,
42.30475551,-71.12232896,linden,,
42.29624432,-71.1224909,hemlock,,
42.2931843,-71.12819373,cherry,,
42.29632924,-71.12244604,hemlock,,
42.2912153,-71.12756604,honeysuckle,1977.76986301,"Korea, Republic of"
42.29579099,-71.12232357,hemlock,,
42.30169637,-71.12014247,honeylocust,,
42.29802389,-71.12085634,pine,,
42.29565127,-71.12827303,crabapple,,
42.29866195,-71.12751981,cypress,,
42.29568103,-71.12226508,hemlock,,
42.2964864,-71.12267428,hemlock,,
42.29567257,-71.12219491,hemlock,,
42.29572019,-71.12221673,hemlock,,
42.29570004,-71.12220271,hemlock,,
42.29574418,-71.12227162,hemlock,,
42.30198676,-71.12357665,birch,2005.7260274,Japan
42.29831988,-71.1204561,pine,,
42.3011707,-71.11867419,fir,,
42.2957085,-71.12227231,hemlock,,
42.2965793,-71.1284621,maidenhair-tree,,
42.29657813,-71.12882854,maidenhair-tree,,
42.29646071,-71.12758758,maidenhair-tree,,
42.30265269,-71.12240357,zelkova,,
42.29272483,-71.12432805,pine,,United States
42.29204713,-71.12633757,maidenhair-tree,,"Korea, Republic of"
42.29828837,-71.12424639,juniper,,
42.29072652,-71.1268923,oak,,United States
42.29081079,-71.12705341,oak,,United States
42.29669838,-71.12288371,hemlock,,
42.29305751,-71.12742125,oak,,
42.29966535,-71.12292506,yew,1997.72876712,Japan
42.29772965,-71.12272603,hemlock,1996.73497268,China
42.29890325,-71.12272379,hemlock,1996.73497268,China
42.30341317,-71.12057488,,1994.70410959,China
42.30109549,-71.11893439,pine,,
42.29442071,-71.1232456,fir,1971.70684932,United States
42.30121561,-71.11861857,fir,,
42.29685789,-71.12298995,hemlock,,
42.29687685,-71.12291591,hemlock,,
42.29729297,-71.12833796,fir,,Russian Federation
42.30255994,-71.1186712,crabapple,,
42.29668304,-71.12810353,fir,,
42.29742298,-71.12785799,pine,,
42.29831434,-71.12769469,spruce,1906.85205479,Russian Federation
42.30140511,-71.12309589,,,
42.29691706,-71.12262366,hemlock,,
42.29209002,-71.12510281,maple,2005.4109589,United States
42.29515287,-71.1316349,maple,,
42.29499303,-71.12852718,,,United States
42.29575783,-71.12225354,hemlock,,
42.29279357,-71.12927709,,2000.5,Japan
42.29958714,-71.12041651,fir,2004.76502732,Georgia
42.2957935,-71.12225333,hemlock,,
42.2958785,-71.12223064,hemlock,,
42.29509768,-71.12268089,oak,,
42.30117114,-71.12578247,hickory,,United States
42.29588657,-71.12218254,hemlock,,
42.29822979,-71.12047671,oak,,
42.29588653,-71.12217146,hemlock,,
