Kind,Count
hemlock,0
pine,4
oak,0
maple,0
spruce,0
fir,4
larch,0
birch,0
hawthorn,8
ash,0
yew,0
beech,0
dogwood,0
linden,0
hickory,0
redwood,0
cypress,0
cedar,0
elm,0
crabapple,0
tree,0
cherry,0
yellow-poplar,0
pear,0
magnolia,0
maidenhair-tree,0
honeylocust,0
willow,0
catalpa,0
arborvitae,0
